run,linearity
73,14.686521:15.0-18.751003:15.0-136.6509:223.0-146.4993:223.0-156.46437:223.0-166.5333:223.0-303.0479:191.0-313.79263:191.0-324.55542:191.0-335.33432:191.0-346.12753:191.0-356.9335:191.0-367.7508:191.0-432.8318:239.0-443.7003:239.0-563.4629:239.0-574.36194:239.0-705.2099:191.0-716.11676:191.0-727.02386:191.0-737.9312:191.0-748.83875:191.0-759.74646:191.0-770.6543:191.0-781.5623:191.0-792.47046:191.0-803.37866:191.0-814.287:191.0-956.1003:191.0-967.0092:191.0-977.91815:191.0-988.82715:191.0-999.73615:191.0-1010.64514:191.0-1021.55414:191.0-1032.4633:191.0-1043.3723:191.0-1054.2814:191.0-1065.1904:191.0-1076.0995:191.0-1087.0085:191.0-1097.9176:191.0-1108.8267:191.0-1119.7357:191.0-1130.6448:191.0-1141.5538:191.0-1152.4629:191.0-1228.8263:239.0-1239.7354:239.0-1250.6444:239.0-1261.5535:239.0-1272.4625:239.0-1359.735:191.0-1370.644:191.0-1381.5531:191.0-1392.4622:191.0-1403.3712:191.0-1414.2803:191.0-1425.1893:191.0-1436.0984:191.0-1447.0074:191.0-1457.9165:191.0-1468.8256:191.0-1479.7346:191.0-1490.6437:191.0-1501.5527:191.0-1512.4618:191.0-1523.3708:191.0-1534.2799:191.0-1545.189:191.0-1556.098:191.0-1567.0071:191.0-1577.9161:191.0-1588.8252:191.0-1599.7343:191.0-1610.6433:191.0-1621.5524:191.0-1632.4614:191.0-1643.3705:191.0-1654.2795:191.0-1665.1886:191.0-1676.0977:191.0-1687.0067:191.0-1697.9158:191.0-1708.8248:191.0-1719.7339:191.0-1730.643:191.0-1774.2792:207.0-1785.1882:207.0-1796.0973:207.0-1807.0063:207.0-1817.9154:207.0-1828.8245:207.0-1839.7335:207.0-1850.6426:207.0-1861.5516:207.0-1872.4607:207.0-1883.3698:207.0-1894.2788:207.0-1905.1879:207.0-1916.0969:207.0-1927.006:207.0-1937.915:207.0-1948.8241:207.0-1959.7332:207.0-1970.6422:207.0-1981.5513:207.0-1992.4603:207.0-2003.3694:207.0-2014.2784:207.0-2025.1875:207.0-2068.824:223.0-2079.7332:223.0-2090.6423:223.0-2101.5515:223.0-2112.4607:223.0-2123.3699:223.0-2134.279:223.0-2145.1882:223.0-2221.5525:191.0-2232.4617:191.0-2243.3708:191.0-2254.28:191.0-2265.1892:191.0-2319.735:223.0-2330.6443:223.0-2341.5535:223.0-2352.4626:223.0-2363.3718:223.0-2373.681:223.0-2383.456:223.0-2384.0:223.0
74,14.686521:15.0-18.751003:15.0-126.93359:191.0-136.6509:191.0-146.4993:191.0-156.46437:191.0-166.5333:191.0-176.69463:191.0-186.93822:191.0-197.255:191.0-207.63695:191.0-324.55542:191.0-335.33432:191.0-346.12753:191.0-356.9335:191.0-367.7508:191.0-378.5782:191.0-389.41458:191.0-400.25897:191.0-411.11047:191.0-421.96832:191.0-432.8318:191.0-443.7003:191.0-454.57324:191.0-465.45016:191.0-476.33063:191.0-487.21423:191.0-498.10065:191.0-508.98956:191.0-519.8807:191.0-530.7738:191.0-541.66864:191.0-552.56506:191.0-563.4629:191.0-574.36194:191.0-585.2621:191.0-596.1632:191.0-607.06525:191.0-672.491:223.0-683.397:223.0-694.3033:223.0-705.2099:223.0-716.11676:223.0-727.02386:223.0-737.9312:223.0-748.83875:223.0-759.74646:223.0-770.6543:223.0-868.82965:207.0-879.73834:207.0-999.73615:207.0-1010.64514:207.0-1021.55414:207.0-1032.4633:207.0-1043.3723:207.0-1054.2814:207.0-1065.1904:207.0-1076.0995:207.0-1087.0085:207.0-1097.9176:207.0-1141.5538:223.0-1152.4629:223.0-1163.372:223.0-1174.281:223.0-1185.1901:223.0-1283.3716:207.0-1294.2806:207.0-1327.0078:223.0-1337.9169:223.0-1348.8259:223.0-1359.735:223.0-1370.644:223.0-1381.5531:223.0-1654.2795:223.0-1665.1886:223.0-1676.0977:223.0-1687.0067:223.0-1697.9158:223.0-1708.8248:223.0-1719.7339:223.0-1730.643:223.0-1741.552:223.0-1752.461:223.0-1916.0969:207.0-1927.006:207.0-1937.915:207.0-1948.8241:207.0-1959.7332:207.0-1970.6422:207.0-1981.5513:207.0-1992.4603:207.0-2003.3694:207.0-2014.2784:207.0-2025.1875:207.0-2036.0966:207.0-2047.0056:207.0-2057.9148:207.0-2068.824:207.0-2079.7332:207.0-2199.7341:207.0-2210.6433:207.0-2221.5525:207.0-2232.4617:207.0-2243.3708:207.0-2254.28:207.0-2265.1892:207.0-2276.0984:207.0-2287.0076:207.0-2297.9167:207.0-2308.826:207.0-2319.735:207.0-2330.6443:207.0-2341.5535:207.0-2352.4626:207.0-2363.3718:207.0-2373.681:207.0-2383.456:207.0-2384.0:207.0
75,14.686521:15.0-18.751003:15.0-126.93359:191.0-136.6509:191.0-146.4993:191.0-156.46437:191.0-166.5333:191.0-176.69463:191.0-186.93822:191.0-228.5684:223.0-239.10587:223.0-249.6842:223.0-260.29892:223.0-270.946:223.0-346.12753:191.0-356.9335:191.0-367.7508:191.0-378.5782:191.0-389.41458:191.0-400.25897:191.0-411.11047:191.0-421.96832:191.0-432.8318:191.0-443.7003:191.0-454.57324:191.0-465.45016:191.0-476.33063:191.0-487.21423:191.0-498.10065:191.0-508.98956:191.0-519.8807:191.0-530.7738:191.0-541.66864:191.0-552.56506:191.0-563.4629:191.0-628.8715:223.0-639.77563:223.0-650.6803:223.0-661.58545:223.0-672.491:223.0-705.2099:239.0-716.11676:239.0-727.02386:239.0-737.9312:239.0-748.83875:239.0-759.74646:239.0-770.6543:239.0-781.5623:239.0-792.47046:239.0-945.19135:207.0-956.1003:207.0-967.0092:207.0-977.91815:207.0-988.82715:207.0-999.73615:207.0-1010.64514:207.0-1021.55414:207.0-1032.4633:207.0-1152.4629:207.0-1163.372:207.0-1174.281:207.0-1185.1901:207.0-1196.0991:207.0-1207.0082:207.0-1217.9172:207.0-1228.8263:207.0-1239.7354:207.0-1250.6444:207.0-1261.5535:207.0-1272.4625:207.0-1283.3716:207.0-1294.2806:207.0-1305.1897:207.0-1316.0988:207.0-1327.0078:207.0-1337.9169:207.0-1567.0071:191.0-1577.9161:191.0-1588.8252:191.0-1599.7343:191.0-1610.6433:191.0-1621.5524:191.0-1632.4614:191.0-1643.3705:191.0-1654.2795:191.0-1665.1886:191.0-1676.0977:191.0-1687.0067:191.0-1697.9158:191.0-1708.8248:191.0-1774.2792:223.0-1785.1882:223.0-1807.0063:239.0-1817.9154:239.0-1828.8245:239.0-1839.7335:239.0-1850.6426:239.0-1861.5516:239.0-1872.4607:239.0-1883.3698:239.0-1970.6422:191.0-1981.5513:191.0-1992.4603:191.0-2003.3694:191.0-2014.2784:191.0-2057.9148:207.0-2068.824:207.0-2079.7332:207.0-2112.4607:223.0-2123.3699:223.0-2134.279:223.0-2145.1882:223.0-2276.0984:207.0-2287.0076:207.0-2297.9167:207.0-2308.826:207.0-2319.735:207.0-2363.3718:239.0-2373.681:239.0-2383.456:239.0-2384.0:239.0
76,14.686521:15.0-18.751003:15.0-146.4993:239.0-156.46437:239.0-166.5333:239.0-176.69463:239.0-186.93822:239.0-303.0479:239.0-313.79263:239.0-324.55542:239.0-335.33432:239.0-411.11047:207.0-421.96832:207.0-432.8318:207.0-443.7003:207.0-454.57324:207.0-465.45016:207.0-476.33063:207.0-487.21423:207.0-628.8715:239.0-639.77563:239.0-650.6803:239.0-661.58545:239.0-672.491:239.0-683.397:239.0-694.3033:239.0-705.2099:239.0-716.11676:239.0-727.02386:239.0-737.9312:239.0-748.83875:239.0-759.74646:239.0-770.6543:239.0-781.5623:239.0-792.47046:239.0-803.37866:239.0-814.287:239.0-825.1954:239.0-836.1038:239.0-847.0124:239.0-857.921:239.0-868.82965:239.0-879.73834:239.0-956.1003:207.0-967.0092:207.0-977.91815:207.0-988.82715:207.0-999.73615:207.0-1010.64514:207.0-1021.55414:207.0-1032.4633:207.0-1043.3723:207.0-1054.2814:207.0-1065.1904:207.0-1076.0995:207.0-1087.0085:207.0-1097.9176:207.0-1141.5538:223.0-1152.4629:223.0-1163.372:223.0-1196.0991:239.0-1207.0082:239.0-1217.9172:239.0-1228.8263:239.0-1316.0988:191.0-1327.0078:191.0-1337.9169:191.0-1348.8259:191.0-1359.735:191.0-1370.644:191.0-1381.5531:191.0-1392.4622:191.0-1403.3712:191.0-1414.2803:191.0-1425.1893:191.0-1436.0984:191.0-1447.0074:191.0-1567.0071:191.0-1577.9161:191.0-1588.8252:191.0-1599.7343:191.0-1610.6433:191.0-1621.5524:191.0-1632.4614:191.0-1643.3705:191.0-1654.2795:191.0-1665.1886:191.0-1828.8245:223.0-1839.7335:223.0-1850.6426:223.0-1861.5516:223.0-1872.4607:223.0-1883.3698:223.0-1959.7332:191.0-1970.6422:191.0-1981.5513:191.0-1992.4603:191.0-2003.3694:191.0-2057.9148:223.0-2068.824:223.0-2079.7332:223.0-2210.6433:239.0-2221.5525:239.0-2232.4617:239.0-2243.3708:239.0-2254.28:239.0-2265.1892:239.0-2276.0984:239.0-2287.0076:239.0-2297.9167:239.0-2308.826:239.0-2319.735:239.0-2330.6443:239.0-2341.5535:239.0-2352.4626:239.0-2363.3718:239.0-2373.681:239.0-2383.456:239.0-2384.0:239.0
77,14.686521:15.0-18.751003:15.0-146.4993:239.0-156.46437:239.0-166.5333:239.0-176.69463:239.0-186.93822:239.0-260.29892:207.0-270.946:207.0-281.62195:207.0-292.32352:207.0-303.0479:207.0-313.79263:207.0-324.55542:207.0-335.33432:207.0-346.12753:207.0-356.9335:207.0-367.7508:207.0-378.5782:207.0-389.41458:207.0-400.25897:207.0-411.11047:207.0-421.96832:207.0-432.8318:207.0-443.7003:207.0-487.21423:223.0-498.10065:223.0-508.98956:223.0-519.8807:223.0-530.7738:223.0-541.66864:223.0-552.56506:223.0-563.4629:223.0-607.06525:239.0-617.968:239.0-628.8715:239.0-639.77563:239.0-737.9312:223.0-748.83875:223.0-759.74646:223.0-770.6543:223.0-781.5623:223.0-792.47046:223.0-803.37866:223.0-814.287:223.0-825.1954:223.0-836.1038:223.0-945.19135:191.0-956.1003:191.0-967.0092:191.0-977.91815:191.0-988.82715:191.0-999.73615:191.0-1010.64514:191.0-1021.55414:191.0-1032.4633:191.0-1043.3723:191.0-1054.2814:191.0-1065.1904:191.0-1076.0995:191.0-1087.0085:191.0-1163.372:239.0-1174.281:239.0-1185.1901:239.0-1196.0991:239.0-1207.0082:239.0-1217.9172:239.0-1228.8263:239.0-1348.8259:239.0-1359.735:239.0-1370.644:239.0-1381.5531:239.0-1392.4622:239.0-1403.3712:239.0-1501.5527:223.0-1512.4618:223.0-1523.3708:223.0-1534.2799:223.0-1545.189:223.0-1556.098:223.0-1654.2795:207.0-1665.1886:207.0-1676.0977:207.0-1687.0067:207.0-1697.9158:207.0-1708.8248:207.0-1807.0063:191.0-1817.9154:191.0-1948.8241:207.0-1959.7332:207.0-1970.6422:207.0-1981.5513:207.0-1992.4603:207.0-2003.3694:207.0-2014.2784:207.0-2025.1875:207.0-2036.0966:207.0-2047.0056:207.0-2057.9148:207.0-2112.4607:239.0-2123.3699:239.0-2134.279:239.0-2145.1882:239.0-2156.0974:239.0-2167.0066:239.0-2177.9158:239.0-2188.825:239.0-2287.0076:191.0-2297.9167:191.0-2308.826:191.0-2319.735:191.0-2330.6443:191.0-2341.5535:191.0-2352.4626:191.0-2363.3718:191.0-2373.681:191.0-2383.456:191.0-2384.0:191.0
78,14.686521:15.0-18.751003:15.0-126.93359:207.0-136.6509:207.0-146.4993:207.0-156.46437:207.0-166.5333:207.0-176.69463:207.0-186.93822:207.0-197.255:207.0-207.63695:207.0-218.07687:207.0-228.5684:207.0-239.10587:207.0-249.6842:207.0-346.12753:191.0-356.9335:191.0-367.7508:191.0-378.5782:191.0-389.41458:191.0-400.25897:191.0-411.11047:191.0-421.96832:191.0-432.8318:191.0-443.7003:191.0-585.2621:223.0-596.1632:223.0-607.06525:223.0-617.968:223.0-759.74646:223.0-770.6543:223.0-781.5623:223.0-792.47046:223.0-803.37866:223.0-814.287:223.0-825.1954:223.0-836.1038:223.0-945.19135:191.0-956.1003:191.0-967.0092:191.0-977.91815:191.0-988.82715:191.0-1130.6448:223.0-1141.5538:223.0-1239.7354:207.0-1250.6444:207.0-1261.5535:207.0-1272.4625:207.0-1283.3716:207.0-1337.9169:239.0-1348.8259:239.0-1359.735:239.0-1370.644:239.0-1381.5531:239.0-1479.7346:223.0-1490.6437:223.0-1501.5527:223.0-1512.4618:223.0-1523.3708:223.0-1534.2799:223.0-1545.189:223.0-1556.098:223.0-1567.0071:223.0-1577.9161:223.0-1676.0977:207.0-1687.0067:207.0-1697.9158:207.0-1741.552:239.0-1752.461:239.0-1828.8245:207.0-1839.7335:207.0-1850.6426:207.0-1861.5516:207.0-1981.5513:207.0-1992.4603:207.0-2003.3694:207.0-2014.2784:207.0-2025.1875:207.0-2036.0966:207.0-2047.0056:207.0-2057.9148:207.0-2068.824:207.0-2079.7332:207.0-2090.6423:207.0-2101.5515:207.0-2112.4607:207.0-2123.3699:207.0-2167.0066:223.0-2177.9158:223.0-2188.825:223.0-2199.7341:223.0-2210.6433:223.0-2308.826:207.0-2319.735:207.0-2330.6443:207.0-2341.5535:207.0-2352.4626:207.0-2363.3718:207.0-2373.681:207.0-2383.456:207.0-2384.0:207.0
79,14.686521:15.0-18.751003:15.0-136.6509:223.0-146.4993:223.0-156.46437:223.0-166.5333:223.0-176.69463:223.0-186.93822:223.0-197.255:223.0-207.63695:223.0-218.07687:223.0-228.5684:223.0-239.10587:223.0-249.6842:223.0-335.33432:175.0-400.25897:223.0-411.11047:223.0-421.96832:223.0-498.10065:191.0-508.98956:191.0-519.8807:191.0-530.7738:191.0-541.66864:191.0-552.56506:191.0-563.4629:191.0-574.36194:191.0-585.2621:191.0-596.1632:191.0-607.06525:191.0-617.968:191.0-628.8715:191.0-639.77563:191.0-705.2099:223.0-716.11676:223.0-727.02386:223.0-857.921:239.0-868.82965:239.0-879.73834:239.0-890.6471:239.0-901.5559:239.0-977.91815:207.0-988.82715:207.0-999.73615:207.0-1010.64514:207.0-1021.55414:207.0-1032.4633:207.0-1174.281:239.0-1185.1901:239.0-1196.0991:239.0-1207.0082:239.0-1217.9172:239.0-1228.8263:239.0-1239.7354:239.0-1250.6444:239.0-1261.5535:239.0-1272.4625:239.0-1370.644:223.0-1381.5531:223.0-1501.5527:175.0-1512.4618:175.0-1523.3708:175.0-1534.2799:175.0-1654.2795:175.0-1665.1886:175.0-1828.8245:207.0-1839.7335:207.0-1850.6426:207.0-1861.5516:207.0-1872.4607:207.0-1883.3698:207.0-1894.2788:207.0-1905.1879:207.0-1916.0969:207.0-1927.006:207.0-1937.915:207.0-1948.8241:207.0-1959.7332:207.0-1970.6422:207.0-1981.5513:207.0-1992.4603:207.0-2003.3694:207.0-2014.2784:207.0-2025.1875:207.0-2036.0966:207.0-2047.0056:207.0-2057.9148:207.0-2068.824:207.0-2079.7332:207.0-2090.6423:207.0-2101.5515:207.0-2112.4607:207.0-2123.3699:207.0-2134.279:207.0-2145.1882:207.0-2156.0974:207.0-2167.0066:207.0-2177.9158:207.0-2188.825:207.0-2199.7341:207.0-2210.6433:207.0-2221.5525:207.0-2232.4617:207.0-2373.681:239.0-2383.456:239.0-2384.0:239.0
80,14.686521:15.0-18.751003:15.0-126.93359:191.0-136.6509:191.0-146.4993:191.0-156.46437:191.0-166.5333:191.0-176.69463:191.0-186.93822:191.0-197.255:191.0-207.63695:191.0-218.07687:191.0-228.5684:191.0-239.10587:191.0-249.6842:191.0-260.29892:191.0-270.946:191.0-281.62195:191.0-324.55542:207.0-335.33432:207.0-346.12753:207.0-356.9335:207.0-367.7508:207.0-378.5782:207.0-389.41458:207.0-400.25897:207.0-411.11047:207.0-421.96832:207.0-432.8318:207.0-443.7003:207.0-508.98956:239.0-519.8807:239.0-530.7738:239.0-541.66864:239.0-552.56506:239.0-563.4629:239.0-574.36194:239.0-585.2621:239.0-596.1632:239.0-607.06525:239.0-617.968:239.0-694.3033:207.0-705.2099:207.0-716.11676:207.0-727.02386:207.0-825.1954:191.0-836.1038:191.0-847.0124:191.0-857.921:191.0-868.82965:191.0-879.73834:191.0-890.6471:191.0-901.5559:191.0-912.4647:191.0-923.3736:191.0-934.2825:191.0-945.19135:191.0-956.1003:191.0-967.0092:191.0-977.91815:191.0-988.82715:191.0-999.73615:191.0-1010.64514:191.0-1054.2814:207.0-1065.1904:207.0-1076.0995:207.0-1272.4625:223.0-1283.3716:223.0-1370.644:239.0-1381.5531:239.0-1479.7346:223.0-1490.6437:223.0-1501.5527:223.0-1512.4618:223.0-1523.3708:223.0-1534.2799:223.0-1545.189:223.0-1556.098:223.0-1567.0071:223.0-1577.9161:223.0-1588.8252:223.0-1599.7343:223.0-1610.6433:223.0-1621.5524:223.0-1632.4614:223.0-1643.3705:223.0-1654.2795:223.0-1665.1886:223.0-1676.0977:223.0-1687.0067:223.0-1697.9158:223.0-1708.8248:223.0-1807.0063:207.0-1817.9154:207.0-1828.8245:207.0-1839.7335:207.0-1850.6426:207.0-1861.5516:207.0-1872.4607:207.0-1883.3698:207.0-1894.2788:207.0-1905.1879:207.0-2003.3694:191.0-2014.2784:191.0-2057.9148:223.0-2068.824:223.0-2079.7332:223.0-2090.6423:223.0-2101.5515:223.0-2112.4607:223.0-2123.3699:223.0-2134.279:223.0-2145.1882:223.0-2156.0974:223.0-2167.0066:223.0-2177.9158:223.0-2188.825:223.0-2199.7341:223.0-2210.6433:223.0-2221.5525:223.0-2232.4617:223.0-2243.3708:223.0-2254.28:223.0-2265.1892:223.0-2276.0984:223.0-2287.0076:223.0-2297.9167:223.0
81,14.686521:15.0-18.751003:15.0-126.93359:207.0-136.6509:207.0-146.4993:207.0-239.10587:191.0-249.6842:191.0-260.29892:191.0-270.946:191.0-281.62195:191.0-292.32352:191.0-303.0479:191.0-313.79263:191.0-324.55542:191.0-335.33432:191.0-400.25897:223.0-411.11047:223.0-421.96832:223.0-432.8318:223.0-443.7003:223.0-454.57324:223.0-465.45016:223.0-476.33063:223.0-487.21423:223.0-563.4629:191.0-574.36194:191.0-585.2621:191.0-596.1632:191.0-607.06525:191.0-617.968:191.0-628.8715:191.0-639.77563:191.0-650.6803:191.0-716.11676:223.0-727.02386:223.0-737.9312:223.0-748.83875:223.0-781.5623:239.0-792.47046:239.0-803.37866:239.0-814.287:239.0-825.1954:239.0-836.1038:239.0-912.4647:207.0-923.3736:207.0-934.2825:207.0-945.19135:207.0-999.73615:239.0-1010.64514:239.0-1130.6448:239.0-1141.5538:239.0-1152.4629:239.0-1163.372:239.0-1316.0988:207.0-1327.0078:207.0-1435.5059:239.0-1445.2802:239.0-1455.1792:239.0-1521.2:207.0-1531.1478:207.0-1541.2014:207.0-1551.3491:207.0-1561.5806:207.0-1571.8866:207.0-1582.2589:207.0-1634.8868:239.0-1645.5292:239.0-1656.2008:239.0-1666.8986:239.0-1677.6196:239.0-1763.9698:191.0-1774.8131:191.0-1785.6636:191.0-1796.5205:191.0-1807.3832:191.0-1818.251:191.0-1829.1233:191.0-1839.9996:191.0-1850.8796:191.0-1927.1118:239.0-1938.0094:239.0-1948.9083:239.0-1959.8083:239.0-1970.7094:239.0-1981.6112:239.0-2057.9426:207.0-2068.8489:207.0-2079.7554:207.0-2090.662:207.0-2101.569:207.0-2112.4763:207.0-2123.3838:207.0-2134.2915:207.0-2145.1992:207.0-2156.1072:207.0-2167.0154:207.0-2177.9236:207.0-2188.8318:207.0-2254.2832:239.0-2265.192:239.0-2276.1006:239.0-2287.0093:239.0-2297.9182:239.0-2308.8271:239.0-2319.736:239.0-2330.645:239.0-2341.554:239.0-2352.463:239.0-2363.3718:239.0-2374.2808:239.0-2384.0:239.0
82,12.88652:15.0-13.549004:15.0-169.56194:223.0-179.39012:223.0-189.3372:223.0-199.3901:223.0-209.53719:223.0-219.76808:223.0-230.07358:223.0-240.44548:223.0-250.87646:223.0-261.36005:223.0-378.87274:223.0-389.67673:223.0-400.49228:223.0-411.3181:223.0-422.1531:223.0-432.99625:223.0-443.84665:223.0-454.7035:223.0-465.5661:223.0-476.4338:223.0-487.30606:223.0-498.18237:223.0-509.0623:223.0-519.9454:223.0-530.83136:223.0-541.7199:223.0-552.6107:223.0-563.50354:223.0-607.09076:239.0-617.9907:239.0-628.8917:239.0-702.47546:207.0-712.48315:207.0-805.9269:191.0-816.5549:191.0-827.2138:191.0-837.90027:191.0-848.6112:191.0-859.34393:191.0-870.09607:191.0-880.8655:191.0-1010.9235:207.0-1021.8019:207.0-1032.6836:207.0-1163.426:223.0-1174.3291:223.0-1185.2328:223.0-1196.1371:223.0-1207.042:223.0-1217.9473:223.0-1228.853:223.0-1239.7592:223.0-1250.6655:223.0-1327.0172:191.0-1337.9253:191.0-1348.8335:191.0-1359.7417:191.0-1370.65:191.0-1381.5585:191.0-1392.4669:191.0-1403.3755:191.0-1414.284:191.0-1425.1927:191.0-1436.1014:191.0-1447.0103:191.0-1457.9191:191.0-1468.8279:191.0-1512.4635:207.0-1523.3724:207.0-1534.2814:207.0-1577.9174:239.0-1588.8264:239.0-1599.7355:239.0-1610.6445:239.0-1621.5536:239.0-1632.4626:239.0-1643.3717:239.0-1654.2808:239.0-1665.1898:239.0-1676.0989:239.0-1687.0079:239.0-1697.917:239.0-1708.826:239.0-1719.7351:239.0-1730.6442:239.0-1828.8257:223.0-1839.7347:223.0-1850.6438:223.0-1861.5529:223.0-1992.4615:239.0-2002.7706:239.0-2012.5457:239.0-2083.7922:207.0-2094.255:207.0-2104.7666:207.0-2115.322:207.0-2233.2551:207.0-2244.077:207.0-2254.9082:207.0-2265.748:207.0-2276.5955:207.0-2287.4497:207.0-2298.31:207.0-2309.1758:207.0-2320.0461:207.0-2330.921:207.0-2374.4534:223.0-2384.0:223.0
83,14.686521:15.0-18.751003:15.0-126.93359:191.0-136.6509:191.0-146.4993:191.0-270.946:207.0-292.32352:223.0-303.0479:223.0-313.79263:223.0-324.55542:223.0-335.33432:223.0-346.12753:223.0-356.9335:223.0-432.8318:191.0-443.7003:191.0-454.57324:191.0-465.45016:191.0-476.33063:191.0-487.21423:191.0-498.10065:191.0-508.98956:191.0-519.8807:191.0-530.7738:191.0-541.66864:191.0-552.56506:191.0-563.4629:191.0-574.36194:191.0-585.2621:191.0-596.1632:191.0-607.06525:191.0-617.968:191.0-628.8715:191.0-639.77563:191.0-650.6803:191.0-716.11676:223.0-727.02386:223.0-737.9312:223.0-748.83875:223.0-825.1954:191.0-836.1038:191.0-847.0124:191.0-857.921:191.0-868.82965:191.0-879.73834:191.0-999.73615:191.0-1010.64514:191.0-1021.55414:191.0-1032.4633:191.0-1043.3723:191.0-1054.2814:191.0-1065.1904:191.0-1076.0995:191.0-1087.0085:191.0-1097.9176:191.0-1108.8267:191.0-1119.7357:191.0-1174.281:223.0-1185.1901:223.0-1196.0991:223.0-1207.0082:223.0-1217.9172:223.0-1228.8263:223.0-1239.7354:223.0-1250.6444:223.0-1261.5535:223.0-1272.4625:223.0-1392.4622:175.0-1425.1893:191.0-1436.0984:191.0-1447.0074:191.0-1697.9158:191.0-1708.8248:191.0-1719.7339:191.0-1730.643:191.0-1861.5516:207.0-1872.4607:207.0-1883.3698:207.0-1894.2788:207.0-1905.1879:207.0-1916.0969:207.0-1927.006:207.0-1937.915:207.0-1948.8241:207.0-1959.7332:207.0-1970.6422:207.0-1981.5513:207.0-1992.4603:207.0-2003.3694:207.0-2014.2784:207.0-2025.1875:207.0-2036.0966:207.0-2047.0056:207.0-2057.9148:207.0-2068.824:207.0-2079.7332:207.0-2090.6423:207.0-2101.5515:207.0-2112.4607:207.0-2123.3699:207.0-2134.279:207.0-2145.1882:207.0-2156.0974:207.0-2167.0066:207.0-2177.9158:207.0-2188.825:207.0-2199.7341:207.0-2210.6433:207.0-2254.28:223.0-2265.1892:223.0-2276.0984:223.0-2352.4626:191.0-2363.3718:191.0-2373.681:191.0-2383.456:191.0-2384.0:191.0
84,14.686521:15.0-18.751003:15.0-126.93359:191.0-136.6509:191.0-146.4993:191.0-156.46437:191.0-166.5333:191.0-176.69463:191.0-186.93822:191.0-218.07687:207.0-228.5684:207.0-324.55542:191.0-335.33432:191.0-346.12753:191.0-356.9335:191.0-367.7508:191.0-378.5782:191.0-389.41458:191.0-400.25897:191.0-411.11047:191.0-421.96832:191.0-432.8318:191.0-443.7003:191.0-454.57324:191.0-465.45016:191.0-628.8715:223.0-639.77563:223.0-716.11676:191.0-727.02386:191.0-737.9312:191.0-748.83875:191.0-759.74646:191.0-770.6543:191.0-781.5623:191.0-792.47046:191.0-803.37866:191.0-814.287:191.0-956.1003:223.0-967.0092:223.0-977.91815:223.0-988.82715:223.0-999.73615:223.0-1010.64514:223.0-1021.55414:223.0-1032.4633:223.0-1043.3723:223.0-1054.2814:223.0-1065.1904:223.0-1076.0995:223.0-1087.0085:223.0-1130.6448:239.0-1141.5538:239.0-1152.4629:239.0-1163.372:239.0-1261.5535:223.0-1272.4625:223.0-1283.3716:223.0-1294.2806:223.0-1305.1897:223.0-1316.0988:223.0-1327.0078:223.0-1337.9169:223.0-1348.8259:223.0-1359.735:223.0-1370.644:223.0-1381.5531:223.0-1392.4622:223.0-1403.3712:223.0-1414.2803:223.0-1425.1893:223.0-1436.0984:223.0-1447.0074:223.0-1457.9165:223.0-1468.8256:223.0-1479.7346:223.0-1490.6437:223.0-1501.5527:223.0-1512.4618:223.0-1523.3708:223.0-1534.2799:223.0-1545.189:223.0-1556.098:223.0-1567.0071:223.0-1577.9161:223.0-1588.8252:223.0-1599.7343:223.0-1610.6433:223.0-1621.5524:223.0-1632.4614:223.0-1643.3705:223.0-1741.552:207.0-1752.461:207.0-1763.3701:207.0-1774.2792:207.0-1785.1882:207.0-1796.0973:207.0-1807.0063:207.0-1817.9154:207.0-1828.8245:207.0-1839.7335:207.0-1850.6426:207.0-1861.5516:207.0-1872.4607:207.0-1883.3698:207.0-1894.2788:207.0-1905.1879:207.0-1948.8241:223.0-1959.7332:223.0-1970.6422:223.0-1981.5513:223.0-1992.4603:223.0-2003.3694:223.0-2014.2784:223.0-2025.1875:223.0-2036.0966:223.0-2180.7407:239.0-2190.139:239.0-2199.7034:239.0-2290.8171:223.0-2301.307:223.0-2311.8428:223.0-2322.4197:223.0-2333.0332:223.0-2343.6792:223.0-2353.7542:223.0-2363.3208:223.0
